sku,name,brand_name,short_description,price,list_price,original_price,discount,discount_rate,rating_average,review_count,order_count,quantity_sold,thumbnail_url,thumbnail_width,thumbnail_height,badges_new,seller_product_id,url_key,url_path,shippable,is_visible,productset_id,impression_info
5456683770998,Xe máy Honda Vision 2025 Cao Cấp,Honda,,33250000,0,34600000,1350000,4,4.5,2,0,14,https://salt.tikicdn.com/cache/280x280/ts/product/82/fe/5e/8e9697583135bb746eb554109ff5a626.png,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '2 Màu'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276641171,xe-may-honda-vision-2025-cao-cap-p276641167,xe-may-honda-vision-2025-cao-cap-p276641167.html?spid=276641171,True,False,554,"[{'impression_id': 'thanos-EfOel62pO8kWUaGy-ZpMulzTL', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276641167, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 1, 'price': 34500000, 'quantity_sold': 14, 'rating': 4.5, 'request_id': 'EfOel62pO8kWUaGy', 'spid': 276641171, 'tiki_verified': 0}, 'checksum': ''}]"
2389124024582,Xe Máy Honda Vision 2025 - Phiên Bản Thể Thao,Honda,,36999000,0,38349000,1350000,4,5,15,0,32,https://salt.tikicdn.com/cache/280x280/ts/product/0a/06/f0/ec89f8222fdd02fb8b6ff9bad1f6cc3d.jpg,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'video_icon', 'icon': 'https://salt.tikicdn.com/ts/upload/d5/f3/6f/fdd40db52ff4afe497d0c2240dcfd25b.png', 'icon_height': 28, 'icon_width': 28, 'placement': 'bottom_right', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '2 Màu sắc'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276626997,xe-may-honda-vision-2025-phien-ban-the-thao-p276626995,xe-may-honda-vision-2025-phien-ban-the-thao-p276626995.html?spid=276626997,True,False,554,"[{'impression_id': 'thanos-EfOel62pO8kWUaGy-pzn1V7B1', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276626995, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 2, 'price': 38249000, 'quantity_sold': 32, 'rating': 5, 'request_id': 'EfOel62pO8kWUaGy', 'spid': 276626997, 'tiki_verified': 0}, 'checksum': ''}]"
8731508775416,Xe Máy Honda Vision 2025 - Phiên Bản Đặc Biệt,Honda,,34537000,0,35887000,1350000,4,5,9,0,25,https://salt.tikicdn.com/cache/280x280/ts/product/77/1d/e9/35fe5294a054d602ebd10cf031e4eed7.jpg,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'video_icon', 'icon': 'https://salt.tikicdn.com/ts/upload/d5/f3/6f/fdd40db52ff4afe497d0c2240dcfd25b.png', 'icon_height': 28, 'icon_width': 28, 'placement': 'bottom_right', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '1 Màu sắc'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276626836,xe-may-honda-vision-2025-phien-ban-da-c-bie-t-p276626834,xe-may-honda-vision-2025-phien-ban-da-c-bie-t-p276626834.html?spid=276626836,True,False,554,"[{'impression_id': 'thanos-EfOel62pO8kWUaGy-1EPqx9yQ', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276626834, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 3, 'price': 35787000, 'quantity_sold': 25, 'rating': 5, 'request_id': 'EfOel62pO8kWUaGy', 'spid': 276626836, 'tiki_verified': 0}, 'checksum': ''}]"
7649022091829,Xe máy Honda Vision 2025 Đặc Biệt  ,Honda,,35320000,0,36670000,1350000,4,5,3,0,15,https://salt.tikicdn.com/cache/280x280/ts/product/89/23/0a/3cba3ae1ecd2c9928d678cf502430493.png,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}]",276626813,xe-may-honda-vision-2025-dac-biet-p276626812,xe-may-honda-vision-2025-dac-biet-p276626812.html?spid=276626813,True,False,554,"[{'impression_id': 'thanos-EfOel62pO8kWUaGy-EvTUNPnh', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276626812, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 4, 'price': 36570000, 'quantity_sold': 15, 'rating': 5, 'request_id': 'EfOel62pO8kWUaGy', 'spid': 276626813, 'tiki_verified': 0}, 'checksum': ''}]"
7165094562041,Xe Máy Honda Vision 2025 - Phiên Bản Cao Cấp,Honda,,32486000,0,33836000,1350000,4,5,6,0,14,https://salt.tikicdn.com/cache/280x280/ts/product/03/86/70/81c445a9441e548a0bd12cd8c7411e70.jpg,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'video_icon', 'icon': 'https://salt.tikicdn.com/ts/upload/d5/f3/6f/fdd40db52ff4afe497d0c2240dcfd25b.png', 'icon_height': 28, 'icon_width': 28, 'placement': 'bottom_right', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '2 Màu sắc'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276626646,xe-may-honda-vision-2025-phien-ban-cao-ca-p-p276626642,xe-may-honda-vision-2025-phien-ban-cao-ca-p-p276626642.html?spid=276626646,True,False,554,"[{'impression_id': 'thanos-EfOel62pO8kWUaGy-YLkocQq2', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276626642, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 5, 'price': 33736000, 'quantity_sold': 14, 'rating': 5, 'request_id': 'EfOel62pO8kWUaGy', 'spid': 276626646, 'tiki_verified': 0}, 'checksum': ''}]"
2098005639979,Xe máy Honda Vision 2025 Thể Thao,Honda,,37090000,0,38440000,1350000,4,5,2,0,21,https://salt.tikicdn.com/cache/280x280/ts/product/c3/b8/b6/766b7f76ac5b0654c2c85dd66bea953d.png,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '2 Màu sắc'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276626624,xe-may-honda-vision-2025-the-thao-p276626620,xe-may-honda-vision-2025-the-thao-p276626620.html?spid=276626624,True,False,554,"[{'impression_id': 'thanos-EfOel62pO8kWUaGy-BFB6V6RT', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276626620, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 6, 'price': 38340000, 'quantity_sold': 21, 'rating': 5, 'request_id': 'EfOel62pO8kWUaGy', 'spid': 276626624, 'tiki_verified': 0}, 'checksum': ''}]"
7131612221034,Xe Máy Honda Vision 2025 - Phiên Bản Tiêu Chuẩn,Honda,,30435000,0,31785000,1350000,4,0,0,0,,https://salt.tikicdn.com/cache/280x280/ts/product/32/a2/8d/a36db9169daf89642885aa9c754bb750.jpg,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'video_icon', 'icon': 'https://salt.tikicdn.com/ts/upload/d5/f3/6f/fdd40db52ff4afe497d0c2240dcfd25b.png', 'icon_height': 28, 'icon_width': 28, 'placement': 'bottom_right', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '1 Màu sắc'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276626597,xe-may-honda-vision-2025-phien-ban-tieu-chua-n-p276626579,xe-may-honda-vision-2025-phien-ban-tieu-chua-n-p276626579.html?spid=276626597,True,False,554,"[{'impression_id': 'thanos-EfOel62pO8kWUaGy-htpczWeN', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276626579, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 7, 'price': 31685000, 'quantity_sold': 0, 'rating': 0, 'request_id': 'EfOel62pO8kWUaGy', 'spid': 276626597, 'tiki_verified': 0}, 'checksum': ''}]"
8041660795075,Xe máy Honda Vision Tiêu Chuẩn 2025,Honda,,31330000,0,32680000,1350000,4,5,2,0,8,https://salt.tikicdn.com/cache/280x280/ts/product/82/16/33/5bacd54733f44a275201febd751ad6a7.png,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}]",276626473,xe-may-honda-vision-tieu-chuan-2025-p276626316,xe-may-honda-vision-tieu-chuan-2025-p276626316.html?spid=276626473,True,False,554,"[{'impression_id': 'thanos-EfOel62pO8kWUaGy-ahATbdca', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276626316, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 8, 'price': 32580000, 'quantity_sold': 8, 'rating': 5, 'request_id': 'EfOel62pO8kWUaGy', 'spid': 276626473, 'tiki_verified': 0}, 'checksum': ''}]"
3916131607416,Xe máy Honda LEAD 2025,Honda,,40800000,0,42600000,1800000,4,0,0,0,5,https://salt.tikicdn.com/cache/280x280/ts/product/9a/f8/78/558e520b386e8c6e63af81d4362afad9.jpg,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'is_hero', 'icon': 'https://salt.tikicdn.com/ts/upload/f3/31/78/b8a3d2db05927b9a3c0d9cde6d869dc9.png', 'icon_height': 20, 'icon_width': 103, 'placement': 'under_product_image_2', 'type': 'icon_badge'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '2 Màu sắc'}, {'value': '1 Phiên bản'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276131396,xe-may-honda-lead-2025-p276109996,xe-may-honda-lead-2025-p276109996.html?spid=276131396,True,False,554,"[{'impression_id': 'thanos-EfOel62pO8kWUaGy-JxPBhCbS', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276109996, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 9, 'price': 42600000, 'quantity_sold': 5, 'rating': 0, 'request_id': 'EfOel62pO8kWUaGy', 'spid': 276131396, 'tiki_verified': 0}, 'checksum': ''}]"
7594101444409,Xe Máy Honda LEAD 2025 - 125cc Phiên Bản Cao Cấp,Honda,,41950000,0,43650000,1700000,4,5,3,0,30,https://salt.tikicdn.com/cache/280x280/ts/product/b8/8f/90/ba06dcc3cc8cd69fc79e3b424ce7696b.png,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'is_hero', 'icon': 'https://salt.tikicdn.com/ts/upload/f3/31/78/b8a3d2db05927b9a3c0d9cde6d869dc9.png', 'icon_height': 20, 'icon_width': 103, 'placement': 'under_product_image_2', 'type': 'icon_badge'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '2 Màu'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276103419,xe-may-honda-lead-2025-125cc-phien-ban-cao-cap-p276103415,xe-may-honda-lead-2025-125cc-phien-ban-cao-cap-p276103415.html?spid=276103419,True,False,554,"[{'impression_id': 'thanos-EfOel62pO8kWUaGy-GYrfTxvz', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276103415, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 10, 'price': 43550000, 'quantity_sold': 30, 'rating': 5, 'request_id': 'EfOel62pO8kWUaGy', 'spid': 276103419, 'tiki_verified': 0}, 'checksum': ''}]"
