id,sku,name,brand_name,short_description,price,list_price,original_price,discount,discount_rate,rating_average,review_count,order_count,quantity_sold,thumbnail_url,thumbnail_width,thumbnail_height,badges_new,seller_product_id,url_key,url_path,shippable,is_visible,productset_id,impression_info
276641167,5456683770998,Xe máy Honda Vision 2025 Cao Cấp,Honda,,32140000,0,33190000,1050000,3,4.5,2,0,14,https://salt.tikicdn.com/cache/280x280/ts/product/c8/c6/09/297c04f8ea11bfee445a002bb013d777.png,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'is_hero', 'icon': 'https://salt.tikicdn.com/ts/upload/0f/59/82/795de6da98a5ac81ce46fb5078b65870.png', 'icon_height': 20, 'icon_width': 76, 'placement': 'under_product_image_2', 'type': 'icon_badge'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '2 Màu'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276641171,xe-may-honda-vision-2025-cao-cap-p276641167,xe-may-honda-vision-2025-cao-cap-p276641167.html?spid=276641171,True,False,554,"[{'impression_id': 'thanos-EGsoXQ1JVOBRGXo1-wULt2UkK', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {'_v': 'filter_revamp'}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276641167, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 1, 'price': 33090000, 'quantity_sold': 14, 'rating': 4.5, 'request_id': 'EGsoXQ1JVOBRGXo1', 'spid': 276641171, 'tiki_verified': 0}, 'checksum': ''}]"
276626995,2389124024582,Xe Máy Honda Vision 2025 - Phiên Bản Thể Thao,Honda,,35309000,0,36859000,1550000,4,5,12,0,30,https://salt.tikicdn.com/cache/280x280/ts/product/b2/b3/85/2d3f3f879d3f7846ec01997d881aca2b.jpg,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'video_icon', 'icon': 'https://salt.tikicdn.com/ts/upload/d5/f3/6f/fdd40db52ff4afe497d0c2240dcfd25b.png', 'icon_height': 28, 'icon_width': 28, 'placement': 'bottom_right', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'is_hero', 'icon': 'https://salt.tikicdn.com/ts/upload/0f/59/82/795de6da98a5ac81ce46fb5078b65870.png', 'icon_height': 20, 'icon_width': 76, 'placement': 'under_product_image_2', 'type': 'icon_badge'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '2 Màu sắc'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276626997,xe-may-honda-vision-2025-phien-ban-the-thao-p276626995,xe-may-honda-vision-2025-phien-ban-the-thao-p276626995.html?spid=276626997,True,False,554,"[{'impression_id': 'thanos-EGsoXQ1JVOBRGXo1-88HNVkym', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {'_v': 'filter_revamp'}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276626995, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 2, 'price': 36759000, 'quantity_sold': 30, 'rating': 5, 'request_id': 'EGsoXQ1JVOBRGXo1', 'spid': 276626997, 'tiki_verified': 0}, 'checksum': ''}]"
276626834,8731508775416,Xe Máy Honda Vision 2025 - Phiên Bản Đặc Biệt,Honda,,31985000,0,34535000,2550000,7,5,4,0,21,https://salt.tikicdn.com/cache/280x280/ts/product/ee/a4/29/58853a865b32bc81a894e33c83aeb208.jpg,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'video_icon', 'icon': 'https://salt.tikicdn.com/ts/upload/d5/f3/6f/fdd40db52ff4afe497d0c2240dcfd25b.png', 'icon_height': 28, 'icon_width': 28, 'placement': 'bottom_right', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '1 Màu sắc'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276626836,xe-may-honda-vision-2025-phien-ban-da-c-bie-t-p276626834,xe-may-honda-vision-2025-phien-ban-da-c-bie-t-p276626834.html?spid=276626836,True,False,554,"[{'impression_id': 'thanos-EGsoXQ1JVOBRGXo1-fb1rmfFJ', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {'_v': 'filter_revamp'}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276626834, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 3, 'price': 34435000, 'quantity_sold': 21, 'rating': 5, 'request_id': 'EGsoXQ1JVOBRGXo1', 'spid': 276626836, 'tiki_verified': 0}, 'checksum': ''}]"
276626812,7649022091829,Xe máy Honda Vision 2025 Đặc Biệt  ,Honda,,34190000,0,35240000,1050000,3,5,3,0,13,https://salt.tikicdn.com/cache/280x280/ts/product/33/36/63/3e0ef23d48f33e1b135dd219728e382a.png,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'is_hero', 'icon': 'https://salt.tikicdn.com/ts/upload/0f/59/82/795de6da98a5ac81ce46fb5078b65870.png', 'icon_height': 20, 'icon_width': 76, 'placement': 'under_product_image_2', 'type': 'icon_badge'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}]",276626813,xe-may-honda-vision-2025-dac-biet-p276626812,xe-may-honda-vision-2025-dac-biet-p276626812.html?spid=276626813,True,False,554,"[{'impression_id': 'thanos-EGsoXQ1JVOBRGXo1-SojdpifV', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {'_v': 'filter_revamp'}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276626812, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 4, 'price': 35140000, 'quantity_sold': 13, 'rating': 5, 'request_id': 'EGsoXQ1JVOBRGXo1', 'spid': 276626813, 'tiki_verified': 0}, 'checksum': ''}]"
276626642,7165094562041,Xe Máy Honda Vision 2025 - Phiên Bản Cao Cấp,Honda,,30965000,0,32515000,1550000,5,5,5,0,14,https://salt.tikicdn.com/cache/280x280/ts/product/51/e5/3f/9a1db7569d750c0b8c3c3e53aaf3b56a.jpg,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'video_icon', 'icon': 'https://salt.tikicdn.com/ts/upload/d5/f3/6f/fdd40db52ff4afe497d0c2240dcfd25b.png', 'icon_height': 28, 'icon_width': 28, 'placement': 'bottom_right', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '2 Màu sắc'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276626646,xe-may-honda-vision-2025-phien-ban-cao-ca-p-p276626642,xe-may-honda-vision-2025-phien-ban-cao-ca-p-p276626642.html?spid=276626646,True,False,554,"[{'impression_id': 'thanos-EGsoXQ1JVOBRGXo1-FBtZoBhI', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {'_v': 'filter_revamp'}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276626642, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 5, 'price': 32415000, 'quantity_sold': 14, 'rating': 5, 'request_id': 'EGsoXQ1JVOBRGXo1', 'spid': 276626646, 'tiki_verified': 0}, 'checksum': ''}]"
276626620,2098005639979,Xe máy Honda Vision 2025 Thể Thao,Honda,,36550000,0,37600000,1050000,3,5,2,0,21,https://salt.tikicdn.com/cache/280x280/ts/product/36/c8/3b/7b556960639fec205dff629489a94094.png,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'is_hero', 'icon': 'https://salt.tikicdn.com/ts/upload/0f/59/82/795de6da98a5ac81ce46fb5078b65870.png', 'icon_height': 20, 'icon_width': 76, 'placement': 'under_product_image_2', 'type': 'icon_badge'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '2 Màu sắc'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276626624,xe-may-honda-vision-2025-the-thao-p276626620,xe-may-honda-vision-2025-the-thao-p276626620.html?spid=276626624,True,False,554,"[{'impression_id': 'thanos-EGsoXQ1JVOBRGXo1-idL2SCFH', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {'_v': 'filter_revamp'}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276626620, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 6, 'price': 37500000, 'quantity_sold': 21, 'rating': 5, 'request_id': 'EGsoXQ1JVOBRGXo1', 'spid': 276626624, 'tiki_verified': 0}, 'checksum': ''}]"
276626316,8041660795075,Xe máy Honda Vision Tiêu Chuẩn 2025,Honda,,30930000,0,31980000,1050000,3,5,2,0,6,https://salt.tikicdn.com/cache/280x280/ts/product/b4/17/7d/dc630c005b0463e69542b119527b8b16.png,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'is_hero', 'icon': 'https://salt.tikicdn.com/ts/upload/0f/59/82/795de6da98a5ac81ce46fb5078b65870.png', 'icon_height': 20, 'icon_width': 76, 'placement': 'under_product_image_2', 'type': 'icon_badge'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}]",276626473,xe-may-honda-vision-tieu-chuan-2025-p276626316,xe-may-honda-vision-tieu-chuan-2025-p276626316.html?spid=276626473,True,False,554,"[{'impression_id': 'thanos-EGsoXQ1JVOBRGXo1-RbXbBltX', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {'_v': 'filter_revamp'}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276626316, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 7, 'price': 31880000, 'quantity_sold': 6, 'rating': 5, 'request_id': 'EGsoXQ1JVOBRGXo1', 'spid': 276626473, 'tiki_verified': 0}, 'checksum': ''}]"
276113248,9803113613399,Xe Máy Honda LEAD 2025 - 125cc Phiên Bản Đặc Biệt,Honda,,44620000,0,45920000,1300000,3,5,8,0,40,https://salt.tikicdn.com/cache/280x280/ts/product/ab/e3/8d/cd32be223da149cca65c007b0702c822.png,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'is_hero', 'icon': 'https://salt.tikicdn.com/ts/upload/0f/59/82/795de6da98a5ac81ce46fb5078b65870.png', 'icon_height': 20, 'icon_width': 76, 'placement': 'under_product_image_2', 'type': 'icon_badge'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '2 Màu'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276113252,xe-may-honda-lead-2025-125cc-phien-ban-dac-biet-p276113248,xe-may-honda-lead-2025-125cc-phien-ban-dac-biet-p276113248.html?spid=276113252,True,False,554,"[{'impression_id': 'thanos-EGsoXQ1JVOBRGXo1-nrPGK2q4', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {'_v': 'filter_revamp'}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276113248, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 8, 'price': 45820000, 'quantity_sold': 40, 'rating': 5, 'request_id': 'EGsoXQ1JVOBRGXo1', 'spid': 276113252, 'tiki_verified': 0}, 'checksum': ''}]"
276103415,7594101444409,Xe Máy Honda LEAD 2025 - 125cc Phiên Bản Cao Cấp,Honda,,39770000,0,41070000,1300000,3,5,3,0,29,https://salt.tikicdn.com/cache/280x280/ts/product/c1/7c/af/fafe57c7878cc7dd6237d0e5682da13a.png,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'option_color', 'placement': 'under_rating', 'text': 'Nhiều màu', 'type': 'under_rating_text'}, {'code': 'is_hero', 'icon': 'https://salt.tikicdn.com/ts/upload/0f/59/82/795de6da98a5ac81ce46fb5078b65870.png', 'icon_height': 20, 'icon_width': 76, 'placement': 'under_product_image_2', 'type': 'icon_badge'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}, {'arr_text': [{'value': '2 Màu'}], 'code': 'variant_count', 'placement': 'under_rating_v2', 'text_color': '#808089', 'type': 'text_box'}]",276103419,xe-may-honda-lead-2025-125cc-phien-ban-cao-cap-p276103415,xe-may-honda-lead-2025-125cc-phien-ban-cao-cap-p276103415.html?spid=276103419,True,False,554,"[{'impression_id': 'thanos-EGsoXQ1JVOBRGXo1-lDUqu6Fi', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {'_v': 'filter_revamp'}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276103415, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 9, 'price': 40970000, 'quantity_sold': 29, 'rating': 5, 'request_id': 'EGsoXQ1JVOBRGXo1', 'spid': 276103419, 'tiki_verified': 0}, 'checksum': ''}]"
276103407,4694191457067,Xe Máy Honda LEAD 2025 - 125cc Phiên Bản Tiêu Chuẩn,Honda,,38710000,0,39760000,1050000,3,5,3,0,9,https://salt.tikicdn.com/cache/280x280/ts/product/3d/80/69/978ca89d8dc1b396bf57f638be7ec841.png,280,280,"[{'code': 'delivery_info_badge', 'placement': 'delivery_info', 'text': 'Nhận hàng tại cửa hàng', 'type': 'delivery_info_badge'}, {'code': 'authentic_brand', 'icon': 'https://salt.tikicdn.com/ts/tka/69/cf/22/1be823299ae34c7ddcd922e73abd4909.png', 'icon_height': 20, 'icon_width': 89, 'placement': 'under_product_image', 'type': 'icon_badge'}, {'code': 'installment', 'placement': 'under_rating', 'text': 'Trả góp', 'type': 'under_rating_text'}, {'code': 'is_hero', 'icon': 'https://salt.tikicdn.com/ts/upload/0f/59/82/795de6da98a5ac81ce46fb5078b65870.png', 'icon_height': 20, 'icon_width': 76, 'placement': 'under_product_image_2', 'type': 'icon_badge'}, {'code': 'brand_name', 'placement': 'above_product_name', 'text': 'HONDA', 'text_color': '#808089', 'type': 'text_above_product_name'}]",276103408,xe-may-honda-lead-2025-125cc-phien-ban-tieu-chuan-p276103407,xe-may-honda-lead-2025-125cc-phien-ban-tieu-chuan-p276103407.html?spid=276103408,True,False,554,"[{'impression_id': 'thanos-EGsoXQ1JVOBRGXo1-Fuv4sMgC', 'metadata': {'astra_reward': 0, 'category': 8597, 'delivery_info_badge_text': 'Nhận hàng tại cửa hàng', 'delivery_zone': 'VN039006001', 'discount_rate': 0, 'flags': {'_v': 'filter_revamp'}, 'is_ad': 0, 'is_astra_plus': 0, 'is_official_store': 0, 'is_tikinow': 0, 'is_tikipro': 0, 'is_trusted_store': 0, 'mpid': 276103407, 'params': {'_v': 'filter_revamp', 'category': '8597', 'limit': '10', 'page': '1', 'sort': 'top_seller', 'urlKey': 'xe-may'}, 'position': 10, 'price': 39660000, 'quantity_sold': 9, 'rating': 5, 'request_id': 'EGsoXQ1JVOBRGXo1', 'spid': 276103408, 'tiki_verified': 0}, 'checksum': ''}]"
